name_in_home_country,date_of_birth,place_of_birth,age,height,citizenship,position,foot,current_club,current_club_url,current_club_id,joined,fetched_name,national_team,player_id,full_name,first_left,age_first_left,started_abroad,no_transfers,days_abroad,days_home,currently_abroad,total_days,has_played_home_over_16
,1994-01-10,"Sarnen, Switzerland",28,"1,90 m",Switzerland,Goalkeeper,right,Montpellier HSC,/montpellier-hsc/startseite/verein/969,969,"Aug 15, 2020",Jonas Omlin,switzerland,247915,,2020-08-15,26.59602866588636,False,False,827,3870,True,4697,True
Assim Omer Al Haj Madibo,1996-10-22,"Khartoum, Sudan",26,"1,68 m",Qatar,midfield - Defensive Midfield,right,Al-Duhail SC,/al-duhail-sc/startseite/verein/26091,26091,"Jul 1, 2016",Assim Madibo,qatar,336667,,2015-01-12,18.223509038515505,False,False,732,2949,False,3681,True
Mikkel Krogh Damsgaard,2000-07-03,"Jyllinge, Denmark",22,"1,80 m",Denmark,Attack - Left Winger,right,Brentford FC,/brentford-fc/startseite/verein/1148,1148,"Aug 10, 2022",Mikkel Damsgaard,denmark,540941,,2020-09-01,20.16468510647036,False,False,810,1521,True,2331,True
,1996-11-29,"Accra, Ghana",25,"1,88 m",Ghana,Goalkeeper,right,FC St. Gallen 1879,/fc-st-gallen-1879/startseite/verein/257,257,"Jan 24, 2020",,,254285,,2015-01-01,18.08935159517307,False,False,2880,763,True,3643,True
Baba Abdul Rahman,1994-07-02,"Tamale, Ghana",28,"1,79 m",Ghana,Defender - Left-Back,left,Reading FC,/reading-fc/startseite/verein/1032,1032,"Aug 31, 2022",,,224884,,2012-07-01,17.99900066394245,False,False,3794,730,True,4524,True
Benjamin Thomas Davies,1993-04-24,"Neath, Wales",29,"1,81 m",Wales,Defender - Left-Back,left,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,148,"Jul 23, 2014",Ben Davies,wales,192765,,2014-07-23,21.24615837423082,False,False,4138,820,True,4958,True
Mohameth Djibril Ibrahima Sow,1997-02-06,"Zürich, Switzerland",25,"1,84 m",Switzerland,midfield - Central Midfield,right,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,24,"Jul 1, 2019",Djibril Sow,switzerland,212723,,2015-07-01,18.39599717995578,False,False,1969,1605,True,3574,True
,2001-09-05,"London, England",21,"1,78 m",England,midfield - Right Midfield,left,Arsenal FC,/arsenal-fc/startseite/verein/11,11,"Jul 1, 2019",Bukayo Saka,england,433177,,,,False,False,0,1902,False,1902,True
,1991-07-15,"Bicas, Brazil",31,"1,84 m",Brazil,Defender - Right-Back,right,Juventus FC,/juventus-fc/startseite/verein/506,506,"Aug 7, 2019",Danilo,brazil,145707,Danilo Luiz da Silva,2011-12-31,20.463116970232107,False,False,3978,1629,True,5607,True
Fran Karačić,1996-05-12,"Zagreb, Croatia",26,"1,85 m",Australia,Defender - Right-Back,right,Brescia Calcio,/brescia-calcio/startseite/verein/19,19,"Jan 14, 2021",Fran Karacic,australia,367795,,,,True,True,3844,0,True,3844,False
Joseph Michael Allen,1990-03-14,"Carmarthen, Wales",32,"1,68 m",Wales,midfield - Central Midfield,right,Swansea City,/swansea-city/startseite/verein/2288,2288,"Jul 8, 2022",Joe Allen,wales,51452,,2008-10-07,18.568485321396057,False,False,3619,2476,False,6095,True
遠藤 航,1993-02-09,"Yokohama, Kanagawa, Japan",29,"1,78 m",Japan,midfield - Defensive Midfield,right,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,79,"Jul 1, 2020",Wataru Endo,japan,146310,,2018-07-21,25.4433698159442,False,False,1583,3449,True,5032,True
Robert Abel Arboleda Escobar,1991-10-22,"Esmeraldas, Ecuador",31,"1,87 m",Ecuador,Defender - Centre-Back,right,São Paulo Futebol Clube,/sao-paulo-futebol-clube/startseite/verein/585,585,"Jul 5, 2017",,,139867,,2017-07-05,25.70347098160811,False,False,1964,3544,True,5508,True
Jakub Piotr Kiwior,2000-02-15,"Tychy, Poland",22,"1,89 m",Poland,Defender - Centre-Back,left,Spezia Calcio,/spezia-calcio/startseite/verein/3522,3522,"Aug 31, 2021",Jakub Kiwior,poland,425918,,2016-07-15,16.413752506896103,False,False,2319,151,True,2470,True
Anis Ben Slimane,2001-03-16,"Kopenhagen, Denmark",21,"1,88 m",Tunisia,midfield - Central Midfield,both,Bröndby IF,/brondby-if/startseite/verein/206,206,"Aug 1, 2020",,,546712,,,,True,True,2075,0,True,2075,False
Jewison Francisco Bennette Villegas,2004-06-15,"Heredia, Costa Rica",18,"1,75 m",Costa Rica,Attack - Left Winger,left,Sunderland AFC,/sunderland-afc/startseite/verein/289,289,"Aug 25, 2022",Jewison Bennette,costa rica,743627,,2022-08-25,18.193392061438633,False,False,87,801,True,888,True
Tobias Albertine Maurits Alderweireld,1989-03-02,"Wilrijk, Belgium",33,"1,87 m",Belgium,Defender - Centre-Back,right,Royal Antwerp FC,/royal-antwerp-fc/startseite/verein/1096,1096,"Jul 15, 2022",Toby Alderweireld,belgium,42710,,2004-07-01,15.332279239135643,False,False,6588,0,False,6588,False
سعد الشيب / Saad Abdullah Al-Sheeb,1990-02-19,"Doha, Qatar",32,"1,84 m",Qatar,Goalkeeper,right,Al-Sadd SC,/al-sadd-sc/startseite/verein/656,656,"Jan 1, 2008",Saad Al-Sheeb,qatar,143539,,,,False,False,0,6118,False,6118,True
Nicolás Hernán Gonzalo Otamendi,1988-02-12,"Buenos Aires, Argentina",34,"1,83 m",Argentina,Defender - Centre-Back,right,SL Benfica,/sl-benfica/startseite/verein/294,294,"Sep 29, 2020",Nicolás Otamendi,argentina,54781,,2010-08-31,22.54940210955735,False,False,4464,2392,True,6856,True
,1988-12-17,"Morges, Switzerland",33,"1,83 m",Switzerland,Goalkeeper,right,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,18,"Jul 1, 2014",Yann Sommer,switzerland,42205,,2006-07-01,17.53629437976139,False,False,3620,2927,True,6547,True
三笘 薫,1997-05-20,"Kawasaki, Kanagawa, Japan",25,"1,78 m",Japan,Attack - Left Winger,right,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,1237,"Aug 10, 2021",Kaoru Mitoma,japan,504849,,2021-08-10,24.225001197834317,False,False,467,3004,True,3471,True
Gerardo Daniel Arteaga Zamora,1998-09-07,"Zapopan, Mexico",24,"1,75 m",Mexico,Defender - Left-Back,left,KRC Genk,/krc-genk/startseite/verein/1184,1184,"Aug 5, 2020",Gerardo Arteaga,mexico,469718,,2020-08-05,21.911469776929028,False,False,837,2159,True,2996,True
عبدالإله المالكي,1994-10-11,,28,"1,70 m",Saudi Arabia,midfield - Central Midfield,right,Al-Hilal Saudi FC,/al-hilal-saudi-fc/startseite/verein/1114,1114,"Jan 22, 2022",Abdulelah Al-Malki,saudi arabia,390855,,,,False,False,0,4423,False,4423,True
Liam Alan Millar,1999-09-27,"Toronto, Ontario, Canada",23,"1,81 m",Canada,Attack - Left Winger,right,FC Basel 1893,/fc-basel-1893/startseite/verein/26,26,"Jul 8, 2021",Liam Millar,canada,487417,,,,True,True,2611,0,True,2611,False
Achraf Hakimi Mouh / أشرف حكيمي,1998-11-04,"Madrid, Spain",24,"1,81 m",Morocco,Defender - Right-Back,right,Paris Saint-Germain,/paris-saint-germain/startseite/verein/583,583,"Jul 6, 2021",Achraf Hakimi,morocco,398073,,,,True,True,2938,0,True,2938,False
Eric Jeremy Edgar Dier,1994-01-15,"Cheltenham, England",28,"1,88 m",England,Defender - Centre-Back,right,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,148,"Jul 31, 2014",Eric Dier,england,175722,,,,True,True,1131,3561,False,4692,True
Vincent Paté Aboubakar,1992-01-22,"Garoua, Cameroon",30,"1,84 m",Cameroon,Attack - Centre-Forward,right,Al-Nassr FC,/al-nassr-fc/startseite/verein/18544,18544,"Jul 1, 2021",Vincent Aboubakar,cameroon,147487,,2010-07-01,18.4398036920676,False,False,4525,891,True,5416,True
吉田 麻也,1988-08-24,"Nagasaki, Nagasaki, Japan",34,"1,89 m",Japan,Defender - Centre-Back,right,FC Schalke 04,/fc-schalke-04/startseite/verein/33,33,"Jul 5, 2022",Maya Yoshida,japan,81789,,2010-01-01,21.35567465451036,False,False,4706,1956,True,6662,True
,1992-06-25,"Bonheiden, Belgium",30,"1,97 m",Belgium,Goalkeeper,left,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,82,"Jan 21, 2015",Koen Casteels,belgium,108880,,2011-08-01,19.09963928075183,False,False,4129,1132,True,5261,True
Awer Bul Mabil,1995-09-15,"Kakuma, Kenya",27,"1,79 m",Australia,Attack - Left Winger,right,Cádiz CF,/cadiz-cf/startseite/verein/2687,2687,"Jul 1, 2022",Awer Mabil,australia,255729,,2015-07-23,19.852563707673667,False,False,2677,1407,True,4084,True
Lucas Daniel Cavallini,1992-12-28,"Toronto, Ontario, Canada",29,"1,82 m",Canada,Attack - Centre-Forward,left,Vancouver Whitecaps FC,/vancouver-whitecaps-fc/startseite/verein/6321,6321,"Jan 1, 2020",Lucas Cavallini,canada,221038,,,,True,True,3979,1096,True,5075,True
,1990-08-27,"Aigle, Switzerland",32,"1,88 m",Netherlands,Attack - Centre-Forward,right,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,383,"Jul 2, 2022",Luuk de Jong,netherlands,72522,,2012-07-18,21.892304427880106,False,False,1821,4108,False,5929,True
,1997-06-01,"Fès, Morocco",25,"1,92 m",Morocco,Attack - Centre-Forward,left,Sevilla FC,/sevilla-fc/startseite/verein/368,368,"Jan 16, 2020",Youssef En-Nesyri,morocco,433049,,2015-07-01,18.081137874152105,False,False,2699,760,True,3459,True
,2000-02-18,"Rotterdam, Netherlands",22,"1,79 m",Morocco,Attack - Right Winger,both,FC Toulouse,/fc-toulouse/startseite/verein/415,415,"Jul 1, 2022",Zakaria Aboukhlal,morocco,393238,,,,True,True,2467,0,True,2467,False
,1994-12-04,"Waterschei, Belgium",27,"1,72 m",Belgium,Attack - Left Winger,right,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,1237,"Jul 1, 2019",Leandro Trossard,belgium,144028,,2019-07-01,24.572715387721857,False,False,1238,3131,True,4369,True
Frederik Riis Rønnow,1992-08-04,"Horsens, Denmark",30,"1,88 m",Denmark,Goalkeeper,right,1.FC Union Berlin,/1-fc-union-berlin/startseite/verein/89,89,"Jul 20, 2021",Frederik Rönnow,denmark,107775,,2018-07-01,25.906076100125258,False,False,1603,3618,True,5221,True
Eray Ervin Cömert,1998-02-04,"Rheinfelden, Switzerland",24,"1,83 m",Switzerland,Defender - Centre-Back,right,Valencia CF,/valencia-cf/startseite/verein/1049,1049,"Jan 25, 2022",Eray Cömert,switzerland,298583,,2022-01-25,23.973113753191374,False,False,299,2912,True,3211,True
Danilo Luís Hélio Pereira,1991-09-09,"Bissau, Guinea-Bissau",31,"1,88 m",Portugal,midfield - Defensive Midfield,right,Paris Saint-Germain,/paris-saint-germain/startseite/verein/583,583,"Jul 1, 2021",Danilo Pereira,portugal,141050,,2010-07-01,18.809421138011047,False,False,1902,3649,True,5551,True
,1999-12-01,"Waiblingen, Germany",22,"1,91 m",Germany,Defender - Centre-Back,left,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,16,"Jul 1, 2022",Nico Schlotterbeck,germany,388198,,,,False,False,0,2546,False,2546,True
Khalid Muneer Ali Abubakr Mazeed/ خالد منير أبو بكر مزيد,1998-02-24,"Doha, Qatar",24,"1,74 m",Qatar,Attack - Left Winger,,Al-Wakrah SC,/al-wakrah-sc/startseite/verein/13509,13509,"Jul 1, 2021",Khalid Muneer Mazeed,qatar,551686,,2014-07-16,16.389111343833207,False,False,365,2826,False,3191,True
بلال الخنوص,2004-05-10,"Strombeek-Bever, Belgium",18,"1,80 m",Morocco,midfield - Attacking Midfield,right,KRC Genk,/krc-genk/startseite/verein/1184,1184,"Jul 1, 2022",Bilal El Khannouss,morocco,654982,,,,True,True,924,0,True,924,False
김진수,1992-06-13,"Jeonju, Jeonbuk, Korea, South",30,"1,77 m","Korea, South",Defender - Left-Back,left,Jeonbuk Hyundai Motors,/jeonbuk-hyundai-motors/startseite/verein/6502,6502,"Jul 6, 2022",Jin-su Kim,south korea,132529,,2012-01-01,19.551393936904933,False,False,1890,3383,True,5273,True
Luke Paul Hoare Shaw,1995-07-12,"Kingston upon Thames, England",27,"1,78 m",England,Defender - Left-Back,left,Manchester United,/manchester-united/startseite/verein/985,985,"Jul 1, 2014",Luke Shaw,england,183288,,,,False,False,0,4149,False,4149,True
محمد الربيعي اليامي / Mohammed Al-Rubaie Al-Yami,1997-08-14,,25,"1,90 m",Saudi Arabia,Goalkeeper,right,Al-Ahli Saudi FC,/al-ahli-saudi-fc/startseite/verein/18487,18487,"Jul 5, 2019",Mohammed Al-Rubaie,saudi arabia,509914,,,,False,False,0,3385,False,3385,True
홍철,1990-09-17,"Hwaseong, Gyeonggi, Korea, South",32,"1,76 m","Korea, South",Defender - Left-Back,left,Daegu FC,/daegu-fc/startseite/verein/6504,6504,"Jan 3, 2022",Chul Hong,south korea,151791,,,,False,False,0,5908,False,5908,True
علیرضا صفربیرانوند,1992-09-21,"Khorramabad, Lorestan, Iran",30,"1,94 m",Iran,Goalkeeper,right,Persepolis FC,/persepolis-fc/startseite/verein/6079,6079,"Jul 1, 2022",Alireza Beiranvand,iran,229081,,2016-07-01,23.7759844486882,False,False,703,4470,False,5173,True
Stephen Antunes Eustaquio,1996-12-21,"Leamington, Ontario, Canada",25,"1,77 m",Canada,midfield - Central Midfield,right,FC Porto,/fc-porto/startseite/verein/720,720,"Jul 1, 2022",Stephen Eustaquio,canada,512913,,,,True,True,3621,0,True,3621,False
Victor Enok Nelsson,1998-10-14,"Hornbæk, Denmark",24,"1,85 m",Denmark,Defender - Centre-Back,right,Galatasaray,/galatasaray/startseite/verein/141,141,"Aug 11, 2021",Victor Nelsson,denmark,422951,,2021-08-11,22.825930717263187,False,False,466,2493,True,2959,True
김민재,1996-11-15,"Tongyeong, Gyeongnam, Korea, South",25,"1,90 m","Korea, South",Defender - Centre-Back,right,SSC Napoli,/ssc-napoli/startseite/verein/6195,6195,"Jul 27, 2022",Min-jae Kim,south korea,503482,,2019-01-29,22.204425826676797,False,False,1391,2266,True,3657,True
,1992-09-27,"Basel, Switzerland",30,"1,86 m",Switzerland,midfield - Central Midfield,left,Arsenal FC,/arsenal-fc/startseite/verein/11,11,"Jul 1, 2016",Granit Xhaka,switzerland,111455,,2012-07-01,19.75947486943606,False,False,3794,1373,True,5167,True
Kendall Jamaal Waston Manley,1988-01-01,"San José, Costa Rica",34,"1,96 m",Costa Rica,Defender - Centre-Back,right,Deportivo Saprissa,/deportivo-saprissa/startseite/verein/4720,4720,"Jan 15, 2021",Kendall Waston,costa rica,195540,,2007-07-01,19.496635796765162,False,False,2661,4237,False,6898,True
Henry Josué Martín Mex,1992-11-18,"Mérida, Mexico",29,"1,77 m",Mexico,Attack - Centre-Forward,right,CF América,/cf-america/startseite/verein/3631,3631,"Jan 1, 2018",Henry Martín,mexico,286339,,,,False,False,0,5115,False,5115,True
المعز علي زين العابدين عبدالله,1996-08-19,"Khartum, Sudan",26,"1,80 m",Qatar,Attack - Centre-Forward,right,Al-Duhail SC,/al-duhail-sc/startseite/verein/26091,26091,"Jul 1, 2016",Almoez Ali,qatar,345095,Almoez Ali Zainelabdeen Abdulla,2014-07-01,17.86484322060001,False,False,731,3014,False,3745,True
Филип Mлaдeнoвић,1991-08-15,"Čačak, Jugoslawien (SFR)",31,"1,80 m",Serbia,midfield - Left Midfield,left,Legia Warszawa,/legia-warszawa/startseite/verein/255,255,"Jul 21, 2020",Filip Mladenovic,serbia,168063,,2013-11-22,22.27287350185151,False,False,3285,2291,True,5576,True
Jude Victor William Bellingham,2003-06-29,"Stourbridge, England",19,"1,86 m",England,midfield - Central Midfield,right,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,16,"Jul 23, 2020",Jude Bellingham,england,581678,,2020-07-23,17.068112281566357,False,False,850,390,True,1240,True
Jordan Lee Pickford,1994-03-07,"Washington, England",28,"1,85 m",England,Goalkeeper,left,Everton FC,/everton-fc/startseite/verein/29,29,"Jul 1, 2017",Jordan Pickford,england,130164,,,,False,False,0,4641,False,4641,True
هتان باهبري,1992-07-16,"Jeddah, Saudi Arabia",30,"1,70 m",Saudi Arabia,Attack - Right Winger,right,Al-Shabab Club (Riyadh),/al-shabab-club-riyadh-/startseite/verein/9840,9840,"Aug 11, 2021",Hattan Bahebri,saudi arabia,201379,,,,False,False,0,5240,False,5240,True
فرجاني ساسي,1992-03-18,"Ariana, Tunisia",30,"1,85 m",Tunisia,midfield - Central Midfield,right,Al-Duhail SC,/al-duhail-sc/startseite/verein/26091,26091,"Jul 29, 2021",,,191903,,2015-01-06,22.80402746120728,False,False,2307,3053,True,5360,True
,1996-03-08,"Accra, Ghana",26,"1,79 m",Ghana,midfield - Attacking Midfield,right,SC Freiburg,/sc-freiburg/startseite/verein/60,60,"Jul 1, 2022",,,272587,,,,True,True,3909,0,True,3909,False
Aaron Christopher Ramsdale,1998-05-14,"Chesterton, England",24,"1,90 m",England,Goalkeeper,right,Arsenal FC,/arsenal-fc/startseite/verein/11,11,"Aug 20, 2021",Aaron Ramsdale,england,427568,,,,False,False,0,3112,False,3112,True
,1988-08-21,"Warszawa, Poland",34,"1,85 m",Poland,Attack - Centre-Forward,right,FC Barcelona,/fc-barcelona/startseite/verein/131,131,"Jul 19, 2022",Robert Lewandowski,poland,38253,,2010-07-01,21.859449543796245,False,False,4525,2140,True,6665,True
William Alain André Gabriel Saliba,2001-03-24,"Bondy, France",21,"1,92 m",France,Defender - Centre-Back,right,Arsenal FC,/arsenal-fc/startseite/verein/11,11,"Jul 25, 2019",William Saliba,france,495666,,2022-06-30,21.268061630286727,False,False,347,1720,True,2067,True
مصطفى طارق / Mustafa Tarek Mashaal,2001-03-28,,21,,Qatar,midfield - Central Midfield,right,Al-Sadd SC,/al-sadd-sc/startseite/verein/656,656,"Jul 1, 2019",Mustafa Mashaal,qatar,736005,,,,False,False,0,2063,False,2063,True
,1998-01-04,"Konin, Poland",24,"1,89 m",Poland,midfield - Defensive Midfield,right,Birmingham City,/birmingham-city/startseite/verein/337,337,"Jul 29, 2022",Krystian Bielik,poland,287247,,2015-01-21,17.04620902551045,False,False,2860,382,True,3242,True
Adrien Rabiot-Provost,1995-04-03,"Saint-Maurice, France",27,"1,88 m",France,midfield - Central Midfield,left,Juventus FC,/juventus-fc/startseite/verein/506,506,"Jul 1, 2019",Adrien Rabiot,france,182913,,2019-07-01,24.244166546883235,False,False,1422,2827,True,4249,True
酒井 宏樹,1990-04-12,"Nakano, Nagano, Japan",32,"1,85 m",Japan,Defender - Right-Back,right,Urawa Red Diamonds,/urawa-red-diamonds/startseite/verein/828,828,"Jul 12, 2021",Hiroki Sakai,japan,83002,,2009-02-01,18.809421138011047,False,False,3450,2616,False,6066,True
,2002-02-16,"Bern, Switzerland",20,"1,81 m",Switzerland,midfield - Central Midfield,left,BSC Young Boys,/bsc-young-boys/startseite/verein/452,452,"Jan 14, 2021",Fabian Rieder,switzerland,507341,,,,False,False,0,1738,False,1738,True
송범근,1997-10-15,"Seongnam, Gyeonggi, Korea, South",25,"1,94 m","Korea, South",Goalkeeper,right,Jeonbuk Hyundai Motors,/jeonbuk-hyundai-motors/startseite/verein/6502,6502,"Jan 1, 2018",Bum-keun Song,south korea,508237,,,,False,False,0,3323,False,3323,True
Pervis Josué Estupiñán Tenorio,1998-01-21,"Esmeraldas, Ecuador",24,"1,75 m",Ecuador,Defender - Left-Back,left,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,1237,"Aug 16, 2022",,,349599,,2016-07-01,18.442541599074588,False,False,2333,892,True,3225,True
رياض شراحيلي,1993-04-28,,29,"1,85 m",Saudi Arabia,midfield - Defensive Midfield,right,Abha Club,/abha-club/startseite/verein/40039,40039,"Sep 10, 2020",Riad Sharahili,saudi arabia,187951,,,,False,False,0,4954,False,4954,True
Musab Khoder Kamal Djebril,1993-01-01,"Khartoum, Sudan",29,"1,74 m",Qatar,Defender - Right-Back,right,Al-Sadd SC,/al-sadd-sc/startseite/verein/656,656,"Jul 1, 2013",Musab Khoder,qatar,308650,,,,False,False,0,5071,False,5071,True
Damian Dawid Szymański,1995-06-16,"Kraśnik, Poland",27,"1,85 m",Poland,midfield - Central Midfield,right,AEK Athens,/aek-athens/startseite/verein/2441,2441,"Jul 1, 2020",Damian Szymanski,poland,259881,,2019-01-12,23.57611723717804,False,False,1408,2767,True,4175,True
Wout François Maria Weghorst,1992-08-07,"Borne, Netherlands",30,"1,97 m",Netherlands,Attack - Centre-Forward,right,Besiktas JK,/besiktas-jk/startseite/verein/114,114,"Jul 5, 2022",Wout Weghorst,netherlands,228645,,2018-07-01,25.897862379104293,False,False,1603,3615,True,5218,True
João Pedro Cavaco Cancelo,1994-05-27,"Barreiro, Portugal",28,"1,82 m",Portugal,Defender - Right-Back,right,Manchester City,/manchester-city/startseite/verein/281,281,"Aug 7, 2019",João Cancelo,portugal,182712,,2015-07-01,21.09557348884645,False,False,3013,1547,True,4560,True
نادر الغندري,1995-02-18,"Aubervilliers, France",27,"1,96 m",Tunisia,Defender - Centre-Back,right,Club Africain Tunis,/club-africain-tunis/startseite/verein/819,819,"Aug 30, 2021",,,275956,,,,True,True,2715,1578,False,4293,True
,1992-01-08,"Madrid, Spain",30,"1,76 m",Spain,midfield - Central Midfield,right,Atlético de Madrid,/atletico-de-madrid/startseite/verein/13,13,"Jan 1, 2011",Koke,spain,74229,Jorge Resurrección Merodio,,,False,False,0,5430,False,5430,True
Nicolás Iván González,1998-04-06,"Belén de Escobar, Argentina",24,"1,80 m",Argentina,Attack - Left Winger,left,ACF Fiorentina,/acf-fiorentina/startseite/verein/430,430,"Jul 1, 2021",Nicolás González,argentina,486031,,2018-07-10,20.260511851714956,False,False,1594,1556,True,3150,True
,1986-10-16,"Casilda, Argentina",36,"1,89 m",Argentina,Goalkeeper,right,CA River Plate,/ca-river-plate/startseite/verein/209,209,"Jan 3, 2018",Franco Armani,argentina,119634,,2010-07-01,23.70753677351349,False,False,2743,4597,False,7340,True
Carlos Manuel Martínez Castro,1999-03-30,"San José, Costa Rica",23,"1,76 m",Costa Rica,Defender - Right-Back,right,AD San Carlos,/ad-san-carlos/startseite/verein/18659,18659,"Jul 1, 2020",,,511169,,,,True,True,1395,1397,False,2792,True
عبدالله مادو,1993-07-15,,29,"1,86 m",Saudi Arabia,Defender - Centre-Back,left,Al-Nassr FC,/al-nassr-fc/startseite/verein/18544,18544,"Jan 1, 2012",Abdullah Madu,saudi arabia,265940,,,,False,True,900,3976,False,4876,True
Francisco Javier Calvo Quesada,1992-07-08,"San José, Costa Rica",30,"1,80 m",Costa Rica,Defender - Centre-Back,left,Konyaspor,/konyaspor/startseite/verein/2293,2293,"Jul 7, 2022",Francisco Calvo,costa rica,188470,,,,True,True,3435,1813,True,5248,True
,1992-06-03,"Memmingen, Germany",30,"1,76 m",Germany,midfield - Attacking Midfield,right,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,24,"Jul 1, 2022",Mario Götze,germany,74842,,2020-10-06,28.34281333634503,False,False,633,4650,False,5283,True
صادق محرمی,1996-03-01,"Hashtpar, Gilan, Iran",26,"1,74 m",Iran,Defender - Right-Back,right,GNK Dinamo Zagreb,/gnk-dinamo-zagreb/startseite/verein/419,419,"Jul 2, 2018",Sadegh Moharrami,iran,294778,,2018-07-02,22.335845363012247,False,False,1602,2314,True,3916,True
Pape Alassane Gueye,1999-01-24,"Montreuil, France",23,"1,89 m",Senegal,midfield - Defensive Midfield,left,Olympique Marseille,/olympique-marseille/startseite/verein/244,244,"Jul 1, 2020",Pape Gueye,senegal,485963,,,,True,True,2857,0,True,2857,False
Carlos Alberto Rodríguez Gómez,1997-01-03,"Monterrey, Mexico",25,"1,71 m",Mexico,midfield - Central Midfield,right,CD Cruz Azul,/cd-cruz-azul/startseite/verein/3711,3711,"Jan 6, 2022",Carlos Rodríguez,mexico,534620,,,,False,False,302,3306,False,3608,True
Iñaki Williams Arthuer,1994-06-15,"Bilbao, Spain",28,"1,86 m",Ghana,Attack - Centre-Forward,right,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,621,"Jul 1, 2015",,,255508,,,,True,True,4541,0,True,4541,False
Kasper Peter Schmeichel,1986-11-05,"Kopenhagen, Denmark",36,"1,89 m",Denmark,Goalkeeper,right,OGC Nice,/ogc-nice/startseite/verein/417,417,"Aug 3, 2022",Kasper Schmeichel,denmark,16911,,,,True,True,7320,0,True,7320,False
柴崎 岳,1992-05-28,"Noheji, Aomori, Japan",30,"1,74 m",Japan,midfield - Central Midfield,right,CD Leganés,/cd-leganes/startseite/verein/1244,1244,"Sep 4, 2020",Gaku Shibasaki,japan,129693,,2017-01-31,24.679493760994408,False,False,2119,3170,True,5289,True
Jordan Perry Morris,1994-10-26,"Seattle, Washington, United States",28,"1,81 m",United States,Attack - Left Winger,right,Seattle Sounders FC,/seattle-sounders-fc/startseite/verein/9636,9636,"Jan 21, 2016",Jordan Morris,united states,337807,,2016-01-21,21.237944653209855,False,False,129,4279,False,4408,True
Aziz Eraltay Behich,1990-12-16,"Melbourne, Australia",31,"1,70 m",Australia,Defender - Left-Back,left,Dundee United FC,/dundee-united-fc/startseite/verein/1519,1519,"Jul 27, 2022",Aziz Behich,australia,136834,,2014-06-30,23.5377865390802,False,False,3122,2580,False,5702,True
,1991-12-19,"Apeldoorn, Netherlands",30,"1,82 m",Netherlands,midfield - Attacking Midfield,left,Ajax Amsterdam,/ajax-amsterdam/startseite/verein/610,610,"Jul 16, 2021",Steven Berghuis,netherlands,129554,,2015-07-27,23.603496307247923,False,False,402,5048,False,5450,True
,1992-04-10,"Sedhiou, Senegal",30,"1,74 m",Senegal,Attack - Left Winger,right,Bayern Munich,/bayern-munich/startseite/verein/27,27,"Jul 1, 2022",Sadio Mané,senegal,200512,,2011-07-01,19.22284509606631,False,False,4160,1177,True,5337,True
Abdul Manaf Nurudeen,1999-02-08,"Accra, Ghana",23,"1,89 m",Ghana,Goalkeeper,right,KAS Eupen,/kas-eupen/startseite/verein/1245,1245,"Jul 1, 2017",,,511168,,,,True,True,2842,0,True,2842,False
Bryan Jafet Ruiz González,1985-08-18,"San José, Costa Rica",37,"1,87 m",Costa Rica,midfield - Attacking Midfield,left,LD Alajuelense,/ld-alajuelense/startseite/verein/6478,6478,"Jul 23, 2020",Bryan Ruiz,costa rica,39642,,2003-01-01,17.37201995934208,False,False,5094,2670,True,7764,True
James Daniel Maddison,1996-11-23,"Coventry, England",25,"1,75 m",England,midfield - Attacking Midfield,right,Leicester City,/leicester-city/startseite/verein/1003,1003,"Jul 1, 2018",James Maddison,england,294057,,2016-05-31,19.518539052821072,False,False,124,3525,False,3649,True
Issahaku Abdul Fatawu,2004-03-08,"Tamale, Ghana",18,"1,77 m",Ghana,Attack - Right Winger,left,Sporting CP,/sporting-cp/startseite/verein/336,336,"Jul 1, 2022",,,864121,,2022-04-06,18.078399967145117,False,False,228,759,True,987,True
Samuel Yves Oum Gouet,1997-12-14,"Ayos, Cameroon",24,"1,85 m",Cameroon,midfield - Defensive Midfield,right,KV Mechelen,/kv-mechelen/startseite/verein/354,354,"Jul 1, 2021",Samuel Oum Gouet,cameroon,452238,,2017-08-31,19.712930450317256,False,False,1907,1356,True,3263,True
,1983-02-08,"Brampton, Ontario, Canada",39,"1,87 m",Canada,midfield - Defensive Midfield,right,Besiktas JK,/besiktas-jk/startseite/verein/114,114,"Jul 31, 2013",Atiba Hutchinson,canada,16101,,2003-01-01,19.896370219785485,False,False,7263,1423,True,8686,True
